peptide,gene_id,treatment,timepoint,bio_rep,abundance
pep_0067,gene_014,drug,0h,1,77.964036588189785
pep_0067,gene_014,drug,0h,2,79.29236315949404
pep_0067,gene_014,drug,0h,3,33.36175653874799
pep_0067,gene_014,drug,0h,4,90.09647831553795
pep_0067,gene_014,drug,0h,5,73.78115237771539
pep_0067,gene_014,drug,0h,6,61.494227466557085
pep_0067,gene_014,drug,24h,1,81.1592483469101
pep_0067,gene_014,drug,24h,2,27.058830526532123
pep_0067,gene_014,drug,24h,3,106.37981185314855
pep_0067,gene_014,drug,24h,4,71.7535899885462
pep_0067,gene_014,drug,24h,5,81.06356900501379
pep_0067,gene_014,drug,24h,6,119.83125947377522
pep_0067,gene_014,drug,6h,1,86.69156978663199
pep_0067,gene_014,drug,6h,2,81.53876909048834
pep_0067,gene_014,drug,6h,3,84.99814244340116
pep_0067,gene_014,drug,6h,4,88.77828606206893
pep_0067,gene_014,drug,6h,5,66.32852112516474
pep_0067,gene_014,drug,6h,6,112.0225609082611
pep_0068,gene_014,ctrl,0h,1,46.496625486584726
pep_0068,gene_014,ctrl,0h,2,80.61382940632647
pep_0068,gene_014,ctrl,0h,3,59.625241182485105
pep_0068,gene_014,ctrl,0h,4,32.98157939580016
pep_0068,gene_014,ctrl,0h,5,106.02077642463557
pep_0068,gene_014,ctrl,0h,6,107.11955429880123
pep_0068,gene_014,ctrl,24h,1,52.045881678671776
pep_0068,gene_014,ctrl,24h,2,78.0135104106218
pep_0068,gene_014,ctrl,24h,3,58.29627571166201
pep_0068,gene_014,ctrl,24h,4,51.67805828779518
pep_0068,gene_014,ctrl,24h,5,70.62308745800985
pep_0068,gene_014,ctrl,24h,6,26.517238264292747
pep_0068,gene_014,ctrl,6h,1,69.23443265657133
pep_0068,gene_014,ctrl,6h,2,64.45839407296164
pep_0068,gene_014,ctrl,6h,3,104.57914103281878
pep_0068,gene_014,ctrl,6h,4,72.70714097780562
pep_0068,gene_014,ctrl,6h,5,82.23525099859688
pep_0068,gene_014,ctrl,6h,6,142.6019877963653
pep_0068,gene_014,drug,0h,1,82.68364124752343
pep_0068,gene_014,drug,0h,2,81.74655817126225
pep_0068,gene_014,drug,0h,3,37.187388887643
pep_0068,gene_014,drug,0h,4,41.203222978445694
pep_0068,gene_014,drug,0h,5,91.08060315646087
pep_0068,gene_014,drug,0h,6,82.29376731915168
pep_0068,gene_014,drug,24h,1,73.91560961072823
pep_0068,gene_014,drug,24h,2,37.99581103264033
pep_0068,gene_014,drug,24h,3,40.37135370865351
pep_0068,gene_014,drug,24h,4,58.87285314139103
pep_0068,gene_014,drug,24h,5,44.764764664978
pep_0068,gene_014,drug,24h,6,48.45912740533352
pep_0068,gene_014,drug,6h,1,28.365541177866117
pep_0068,gene_014,drug,6h,2,83.78540003819626
pep_0068,gene_014,drug,6h,3,72.86894505815162
pep_0068,gene_014,drug,6h,4,78.42991453028428
pep_0068,gene_014,drug,6h,5,71.50910669363793
pep_0068,gene_014,drug,6h,6,25.348856139219592
pep_0069,gene_014,ctrl,0h,1,126.04567016103172
pep_0069,gene_014,ctrl,0h,2,150.30951332216307
pep_0069,gene_014,ctrl,0h,3,181.4668512031665
pep_0069,gene_014,ctrl,0h,4,66.06203684063559
pep_0069,gene_014,ctrl,0h,5,61.505500010649286
pep_0069,gene_014,ctrl,0h,6,67.39671865847232
pep_0069,gene_014,ctrl,24h,1,69.90152774638888
pep_0069,gene_014,ctrl,24h,2,46.488397394642305
pep_0069,gene_014,ctrl,24h,3,79.12261154509224
pep_0069,gene_014,ctrl,24h,4,76.1110725778129
pep_0069,gene_014,ctrl,24h,5,126.21580712561489
pep_0069,gene_014,ctrl,24h,6,66.55267573066506
pep_0069,gene_014,ctrl,6h,1,84.33249106255089
pep_0069,gene_014,ctrl,6h,2,98.7284069348958
pep_0069,gene_014,ctrl,6h,3,99.5076254221549
pep_0069,gene_014,ctrl,6h,4,77.97123455950404
pep_0069,gene_014,ctrl,6h,5,86.95047410352038
pep_0069,gene_014,ctrl,6h,6,95.20591563018047
pep_0069,gene_014,drug,0h,1,121.89740837231362
pep_0069,gene_014,drug,0h,2,40.673622537291024
pep_0069,gene_014,drug,0h,3,77.45912356557052
pep_0069,gene_014,drug,0h,4,65.47060811061375
pep_0069,gene_014,drug,0h,5,48.161990342150695
pep_0069,gene_014,drug,0h,6,29.04670530945057
pep_0069,gene_014,drug,24h,1,80.72555129626278
pep_0069,gene_014,drug,24h,2,147.46795382887416
pep_0069,gene_014,drug,24h,3,61.23338310112525
pep_0069,gene_014,drug,24h,4,77.81345266943279
pep_0069,gene_014,drug,24h,5,45.98631314574199
pep_0069,gene_014,drug,24h,6,88.5774214663671
pep_0069,gene_014,drug,6h,1,124.44256967325374
pep_0069,gene_014,drug,6h,2,71.45228421964693
pep_0069,gene_014,drug,6h,3,108.53513771899625
pep_0069,gene_014,drug,6h,4,87.62868969877302
pep_0069,gene_014,drug,6h,5,103.32381362846685
pep_0069,gene_014,drug,6h,6,68.43617801217992
pep_0070,gene_014,ctrl,0h,1,256.2287126894238
pep_0070,gene_014,ctrl,0h,2,93.32497717775105
pep_0070,gene_014,ctrl,0h,3,219.6627127529833
pep_0070,gene_014,ctrl,0h,4,108.7905259492544
pep_0070,gene_014,ctrl,0h,5,150.30172366318126
pep_0070,gene_014,ctrl,0h,6,148.02413570494593
pep_0070,gene_014,ctrl,24h,1,214.42300654048896
pep_0070,gene_014,ctrl,24h,2,173.2121867571084
pep_0070,gene_014,ctrl,24h,3,256.0218460699247
pep_0070,gene_014,ctrl,24h,4,208.0971478577713
pep_0070,gene_014,ctrl,24h,5,187.65725622860595
pep_0070,gene_014,ctrl,24h,6,154.90189682260362
pep_0070,gene_014,ctrl,6h,1,83.8641587542225
pep_0070,gene_014,ctrl,6h,2,94.60675564025154
pep_0070,gene_014,ctrl,6h,3,218.87929041891417
pep_0070,gene_014,ctrl,6h,4,94.86515642669605
pep_0070,gene_014,ctrl,6h,5,122.57302668587036
pep_0070,gene_014,ctrl,6h,6,124.58920174591171
pep_0070,gene_014,drug,0h,1,144.37783548298532
pep_0070,gene_014,drug,0h,2,101.66829206434117
pep_0070,gene_014,drug,0h,3,104.61300563773446
pep_0070,gene_014,drug,0h,4,142.25391199083737
pep_0070,gene_014,drug,0h,5,126.22235875656555
pep_0070,gene_014,drug,0h,6,65.98956353291344
pep_0070,gene_014,drug,24h,1,172.6036575355977
pep_0070,gene_014,drug,24h,2,93.21945043918758
pep_0070,gene_014,drug,24h,3,147.04975708810392
pep_0070,gene_014,drug,24h,4,240.87333130882044
pep_0070,gene_014,drug,24h,5,253.30388601833616
pep_0070,gene_014,drug,24h,6,228.18052152838794
pep_0070,gene_014,drug,6h,1,124.57428702951516
pep_0070,gene_014,drug,6h,2,115.17929153668929
pep_0070,gene_014,drug,6h,3,121.961219830533
pep_0070,gene_014,drug,6h,4,191.14546119797066
pep_0070,gene_014,drug,6h,5,131.78797367707497
pep_0070,gene_014,drug,6h,6,195.9524505479096
pep_0071,gene_015,ctrl,0h,1,110.60146092405532
pep_0071,gene_015,ctrl,0h,2,143.96927024125816
pep_0071,gene_015,ctrl,0h,3,105.8930626650052
pep_0071,gene_015,ctrl,0h,4,109.62418561398907
pep_0071,gene_015,ctrl,0h,5,140.38068981479375
pep_0071,gene_015,ctrl,0h,6,126.05551333206704
pep_0071,gene_015,ctrl,24h,1,204.49724051479694
pep_0071,gene_015,ctrl,24h,2,110.57924588863206
pep_0071,gene_015,ctrl,24h,3,120.44376601703752
pep_0071,gene_015,ctrl,24h,4,89.22953846489354
pep_0071,gene_015,ctrl,24h,5,132.5834728767313
pep_0071,gene_015,ctrl,24h,6,95.6546648944804
pep_0071,gene_015,ctrl,6h,1,142.34513164360493
pep_0071,gene_015,ctrl,6h,2,117.23925712487139
pep_0071,gene_015,ctrl,6h,3,107.71785021635183
pep_0071,gene_015,ctrl,6h,4,112.86975372096508
pep_0071,gene_015,ctrl,6h,5,112.39809454691566
pep_0071,gene_015,ctrl,6h,6,103.76068234460222
pep_0071,gene_015,drug,0h,1,149.07739374464995
pep_0071,gene_015,drug,0h,2,186.9996794656981
pep_0071,gene_015,drug,0h,3,119.13243153967616
pep_0071,gene_015,drug,0h,4,106.38674003078143
pep_0071,gene_015,drug,0h,5,126.52664143723135
pep_0071,gene_015,drug,0h,6,213.40135484491688
pep_0071,gene_015,drug,24h,1,75.71829431987872
pep_0071,gene_015,drug,24h,2,95.89077375160112
pep_0071,gene_015,drug,24h,3,196.9662255282554
pep_0071,gene_015,drug,24h,4,93.14942376010188
pep_0071,gene_015,drug,24h,5,137.13608705097406
pep_0071,gene_015,drug,24h,6,150.8595850325427
pep_0071,gene_015,drug,6h,1,41.16707091837735
pep_0071,gene_015,drug,6h,2,139.11375156476464
pep_0071,gene_015,drug,6h,3,167.35485239188108
pep_0071,gene_015,drug,6h,4,63.99067098587116
pep_0071,gene_015,drug,6h,5,55.314111414386865
pep_0071,gene_015,drug,6h,6,107.71936991531113
pep_0072,gene_015,ctrl,0h,1,54.29630821704171
pep_0072,gene_015,ctrl,0h,2,36.09431860839412
pep_0072,gene_015,ctrl,0h,3,47.396071154188434
pep_0072,gene_015,ctrl,0h,4,44.09344871223787
pep_0072,gene_015,ctrl,0h,5,48.47345568645196
pep_0072,gene_015,ctrl,0h,6,64.18258670055307
pep_0072,gene_015,ctrl,24h,1,44.266132734316976
pep_0072,gene_015,ctrl,24h,2,25.744736596114723
pep_0072,gene_015,ctrl,24h,3,70.00823097514365
pep_0072,gene_015,ctrl,24h,4,45.379266391248834
pep_0072,gene_015,ctrl,24h,5,85.30894472783123
pep_0072,gene_015,ctrl,24h,6,85.80295401862266
pep_0072,gene_015,ctrl,6h,1,20.931106968200023
pep_0072,gene_015,ctrl,6h,2,76.72080839830608
pep_0072,gene_015,ctrl,6h,3,53.08082930255206
pep_0072,gene_015,ctrl,6h,4,40.22315563464228
pep_0072,gene_015,ctrl,6h,5,40.9740230893312
pep_0072,gene_015,ctrl,6h,6,129.3053172194092
pep_0072,gene_015,drug,0h,1,39.67782885224138
pep_0072,gene_015,drug,0h,2,39.13150111792357
pep_0072,gene_015,drug,0h,3,89.94495959056104
pep_0072,gene_015,drug,0h,4,90.93901925491141
pep_0072,gene_015,drug,0h,5,57.83489957367128
pep_0072,gene_015,drug,0h,6,85.69559894067879
pep_0072,gene_015,drug,24h,1,87.67828767414645
pep_0072,gene_015,drug,24h,2,90.99687310016203
pep_0072,gene_015,drug,24h,3,47.26551350297195
pep_0072,gene_015,drug,24h,4,39.926745027447105
pep_0072,gene_015,drug,24h,5,82.34060230091805
pep_0072,gene_015,drug,24h,6,43.474543774508575
pep_0072,gene_015,drug,6h,1,50.82254004834026
pep_0072,gene_015,drug,6h,2,60.515282934414785
pep_0072,gene_015,drug,6h,3,45.0534319129979
pep_0072,gene_015,drug,6h,4,100.95089465004624
pep_0072,gene_015,drug,6h,5,77.1610530837845
pep_0072,gene_015,drug,6h,6,57.98851419128217
pep_0073,gene_015,ctrl,0h,1,126.95563912505443
pep_0073,gene_015,ctrl,0h,2,49.453242800408646
pep_0073,gene_015,ctrl,0h,3,152.9752935069836
pep_0073,gene_015,ctrl,0h,4,186.82691694531314
pep_0073,gene_015,ctrl,0h,5,163.63488764070436
pep_0073,gene_015,ctrl,0h,6,77.38558249891649
pep_0073,gene_015,ctrl,24h,1,116.64238424422777
pep_0073,gene_015,ctrl,24h,2,141.6355880114677
pep_0073,gene_015,ctrl,24h,3,150.9696192348244
pep_0073,gene_015,ctrl,24h,4,165.70674495050807
pep_0073,gene_015,ctrl,24h,5,175.5306634525918
pep_0073,gene_015,ctrl,24h,6,208.09201849888169
pep_0073,gene_015,ctrl,6h,1,110.97641993984796
pep_0073,gene_015,ctrl,6h,2,184.55990234237308
pep_0073,gene_015,ctrl,6h,3,153.4760725396351
pep_0073,gene_015,ctrl,6h,4,115.76249903776416
pep_0073,gene_015,ctrl,6h,5,101.43146644687626
pep_0073,gene_015,ctrl,6h,6,115.34470848437404
pep_0073,gene_015,drug,0h,1,130.1864082225349
pep_0073,gene_015,drug,0h,2,117.439021306964
pep_0073,gene_015,drug,0h,3,212.0526606024811
pep_0073,gene_015,drug,0h,4,147.10493717776907
pep_0073,gene_015,drug,0h,5,153.17678776808594
pep_0073,gene_015,drug,0h,6,92.40368346181137
pep_0073,gene_015,drug,24h,1,101.47139854284279
pep_0073,gene_015,drug,24h,2,126.50624108093312
pep_0073,gene_015,drug,24h,3,80.26217959914557
pep_0073,gene_015,drug,24h,4,58.79109639056189
pep_0073,gene_015,drug,24h,5,144.75894769429502
pep_0073,gene_015,drug,24h,6,99.80268138788588
pep_0073,gene_015,drug,6h,1,151.88960272838983
pep_0073,gene_015,drug,6h,2,206.98663435282134
pep_0073,gene_015,drug,6h,3,144.18887103489723
pep_0073,gene_015,drug,6h,4,135.01764123820706
pep_0073,gene_015,drug,6h,5,144.15542909206812
pep_0073,gene_015,drug,6h,6,145.73044714289486
pep_0074,gene_015,ctrl,0h,1,166.6386156504187
pep_0074,gene_015,ctrl,0h,2,176.428905106365
pep_0074,gene_015,ctrl,0h,3,131.68265097269764
pep_0074,gene_015,ctrl,0h,4,228.28183761892103
pep_0074,gene_015,ctrl,0h,5,150.11708356915756
pep_0074,gene_015,ctrl,0h,6,278.5136145498862
pep_0074,gene_015,ctrl,24h,1,127.17079744728531
pep_0074,gene_015,ctrl,24h,2,193.39443799794515
pep_0074,gene_015,ctrl,24h,3,158.95888550604485
pep_0074,gene_015,ctrl,24h,4,165.7020016383376
pep_0074,gene_015,ctrl,24h,5,91.89189372101912
pep_0074,gene_015,ctrl,24h,6,163.45854037585204
pep_0074,gene_015,ctrl,6h,1,43.20170304929919
pep_0074,gene_015,ctrl,6h,2,148.09481259547832
pep_0074,gene_015,ctrl,6h,3,160.89244786636155
pep_0074,gene_015,ctrl,6h,4,118.95745231548136
pep_0074,gene_015,ctrl,6h,5,173.7992798311146
pep_0074,gene_015,ctrl,6h,6,183.0984889816877
pep_0074,gene_015,drug,0h,1,94.82714458004597
pep_0074,gene_015,drug,0h,2,124.27055448777875
pep_0074,gene_015,drug,0h,3,160.48569475612
pep_0074,gene_015,drug,0h,4,147.69657391339888
pep_0074,gene_015,drug,0h,5,79.83221456062331
pep_0074,gene_015,drug,0h,6,149.6999834669944
pep_0074,gene_015,drug,24h,1,151.74199503184423
pep_0074,gene_015,drug,24h,2,138.45056411341946
pep_0074,gene_015,drug,24h,3,222.69068566487599
pep_0074,gene_015,drug,24h,4,194.14800995852204
pep_0074,gene_015,drug,24h,5,135.3658214276225
pep_0074,gene_015,drug,24h,6,354.58908052545104
pep_0074,gene_015,drug,6h,1,245.8812985424347
pep_0074,gene_015,drug,6h,2,139.59975761954624
pep_0074,gene_015,drug,6h,3,201.3391225286413
pep_0074,gene_015,drug,6h,4,230.50160113952347
pep_0074,gene_015,drug,6h,5,253.79671629550785
pep_0074,gene_015,drug,6h,6,127.05756661558785
pep_0075,gene_015,ctrl,0h,1,58.608365118986654
pep_0075,gene_015,ctrl,0h,2,128.74986624862538
pep_0075,gene_015,ctrl,0h,3,114.41664131814032
pep_0075,gene_015,ctrl,0h,4,136.09159312607105
pep_0075,gene_015,ctrl,0h,5,62.94636093903465
pep_0075,gene_015,ctrl,0h,6,89.96829739221292
pep_0075,gene_015,ctrl,24h,1,89.1176448047258
pep_0075,gene_015,ctrl,24h,2,84.51538040868286
pep_0075,gene_015,ctrl,24h,3,125.2842722862642
pep_0075,gene_015,ctrl,24h,4,53.91665477644671
pep_0075,gene_015,ctrl,24h,5,188.83335559365167
pep_0075,gene_015,ctrl,24h,6,88.56213700897933
pep_0075,gene_015,ctrl,6h,1,70.34473687207226
pep_0075,gene_015,ctrl,6h,2,71.80512316684485
pep_0075,gene_015,ctrl,6h,3,52.079775789046145
pep_0075,gene_015,ctrl,6h,4,123.39694917606303
pep_0075,gene_015,ctrl,6h,5,175.28864132403461
pep_0075,gene_015,ctrl,6h,6,70.13394501169167
pep_0075,gene_015,drug,0h,1,53.91729610546601
pep_0075,gene_015,drug,0h,2,130.87886857654183
pep_0075,gene_015,drug,0h,3,52.67044378901062
pep_0075,gene_015,drug,0h,4,73.47265093812382
pep_0075,gene_015,drug,0h,5,30.285042233604827
pep_0075,gene_015,drug,0h,6,128.2461095958622
pep_0075,gene_015,drug,24h,1,70.22084817128594
pep_0075,gene_015,drug,24h,2,47.798095305164175
pep_0075,gene_015,drug,24h,3,32.6118649685613
pep_0075,gene_015,drug,24h,4,120.35961091871555
pep_0075,gene_015,drug,24h,5,63.54470034922737
pep_0075,gene_015,drug,24h,6,83.25916152520475
pep_0075,gene_015,drug,6h,1,37.49835828038677
pep_0075,gene_015,drug,6h,2,99.02481497281717
pep_0075,gene_015,drug,6h,3,49.13570170909803
pep_0075,gene_015,drug,6h,4,49.29824813857568
pep_0075,gene_015,drug,6h,5,14.33491017035105
pep_0075,gene_015,drug,6h,6,39.9038955517709
pep_0076,gene_016,ctrl,0h,1,264.31009434041744
pep_0076,gene_016,ctrl,0h,2,149.07877828962677
pep_0076,gene_016,ctrl,0h,3,87.72425787033477
pep_0076,gene_016,ctrl,0h,4,162.72334185575565
pep_0076,gene_016,ctrl,0h,5,224.15616720073808
pep_0076,gene_016,ctrl,0h,6,102.82265510904311
pep_0076,gene_016,ctrl,24h,1,92.81234328605478
pep_0076,gene_016,ctrl,24h,2,217.54998469128552
pep_0076,gene_016,ctrl,24h,3,102.10321221225497
pep_0076,gene_016,ctrl,24h,4,88.33625022380357
pep_0076,gene_016,ctrl,24h,5,133.19651665924462
pep_0076,gene_016,ctrl,24h,6,101.67493048788239
pep_0076,gene_016,ctrl,6h,1,106.6573468062248
pep_0076,gene_016,ctrl,6h,2,182.68182395591364
pep_0076,gene_016,ctrl,6h,3,322.308952551456
pep_0076,gene_016,ctrl,6h,4,76.64691137601831
pep_0076,gene_016,ctrl,6h,5,85.11240875578824
pep_0076,gene_016,ctrl,6h,6,169.00819868655245
pep_0076,gene_016,drug,0h,1,65.5138867293614
pep_0076,gene_016,drug,0h,2,153.80851749528722
pep_0076,gene_016,drug,0h,3,124.15918009266359
pep_0076,gene_016,drug,0h,4,155.00281505762968
pep_0076,gene_016,drug,0h,5,68.77612616417146
pep_0076,gene_016,drug,0h,6,165.8454502013467
pep_0076,gene_016,drug,24h,1,165.6634816364469
pep_0076,gene_016,drug,24h,2,321.3211670047112
pep_0076,gene_016,drug,24h,3,152.04444703804043
pep_0076,gene_016,drug,24h,4,114.90611138787254
pep_0076,gene_016,drug,24h,5,116.11872741536979
pep_0076,gene_016,drug,24h,6,111.09789239950135
pep_0076,gene_016,drug,6h,1,148.96640395229636
pep_0076,gene_016,drug,6h,2,110.13274712290064
pep_0076,gene_016,drug,6h,3,259.6183874179669
pep_0076,gene_016,drug,6h,4,225.74160556883058
pep_0076,gene_016,drug,6h,5,171.9717635432199
pep_0076,gene_016,drug,6h,6,178.31081731601859
pep_0077,gene_016,ctrl,0h,1,79.83053148521161
pep_0077,gene_016,ctrl,0h,2,72.67881884795523
pep_0077,gene_016,ctrl,0h,3,91.57283725398952
pep_0077,gene_016,ctrl,0h,4,86.84961858042104
pep_0077,gene_016,ctrl,0h,5,83.2901656633449
pep_0077,gene_016,ctrl,0h,6,84.12442919545538
pep_0077,gene_016,ctrl,24h,1,68.74273605340883
pep_0077,gene_016,ctrl,24h,2,128.33181488662115
pep_0077,gene_016,ctrl,24h,3,28.568763894741544
pep_0077,gene_016,ctrl,24h,4,52.204126756112196
pep_0077,gene_016,ctrl,24h,5,66.97328486720241
pep_0077,gene_016,ctrl,24h,6,87.35818629561491
pep_0077,gene_016,ctrl,6h,1,152.30935385313302
pep_0077,gene_016,ctrl,6h,2,52.22787403282169
pep_0077,gene_016,ctrl,6h,3,66.32025365603572
pep_0077,gene_016,ctrl,6h,4,48.49015898310565
pep_0077,gene_016,ctrl,6h,5,25.97661326662425
pep_0077,gene_016,ctrl,6h,6,42.3438748584355
pep_0077,gene_016,drug,0h,1,30.024635958345264
pep_0077,gene_016,drug,0h,2,99.60486525676805
pep_0077,gene_016,drug,0h,3,38.87093750515495
pep_0077,gene_016,drug,0h,4,53.589801663101284
pep_0077,gene_016,drug,0h,5,49.713876427956556
pep_0077,gene_016,drug,0h,6,76.43536436941118
pep_0077,gene_016,drug,24h,1,133.87934874284176
pep_0077,gene_016,drug,24h,2,78.72065678986255
pep_0077,gene_016,drug,24h,3,77.8745120344534
pep_0077,gene_016,drug,24h,4,51.85088906975869
pep_0077,gene_016,drug,24h,5,87.92071630322296
pep_0077,gene_016,drug,24h,6,47.74865047128679
pep_0077,gene_016,drug,6h,1,79.31098248854204
pep_0077,gene_016,drug,6h,2,75.05038745960026
pep_0077,gene_016,drug,6h,3,47.3657027352534
pep_0077,gene_016,drug,6h,4,97.50449502621515
pep_0077,gene_016,drug,6h,5,88.74074112191892
pep_0077,gene_016,drug,6h,6,70.90459830207043
pep_0078,gene_016,ctrl,0h,1,86.25617022540247
pep_0078,gene_016,ctrl,0h,2,224.28359685535617
pep_0078,gene_016,ctrl,0h,3,57.80836125882841
pep_0078,gene_016,ctrl,0h,4,65.2023465864311
pep_0078,gene_016,ctrl,0h,5,69.73796804182642
pep_0078,gene_016,ctrl,0h,6,66.1530089948837
pep_0078,gene_016,ctrl,24h,1,126.72768525927592
pep_0078,gene_016,ctrl,24h,2,102.16887917148667
pep_0078,gene_016,ctrl,24h,3,123.72999445134093
pep_0078,gene_016,ctrl,24h,4,79.08501861751783
pep_0078,gene_016,ctrl,24h,5,102.77347488242154
pep_0078,gene_016,ctrl,24h,6,61.27908729131872
pep_0078,gene_016,ctrl,6h,1,78.81064324493133
pep_0078,gene_016,ctrl,6h,2,44.12469552651432
pep_0078,gene_016,ctrl,6h,3,170.22239917169108
pep_0078,gene_016,ctrl,6h,4,92.19813062179357
pep_0078,gene_016,ctrl,6h,5,37.846491322717156
pep_0078,gene_016,ctrl,6h,6,98.71667994059092
pep_0078,gene_016,drug,0h,1,62.23443644635993
pep_0078,gene_016,drug,0h,2,105.27469186175207
pep_0078,gene_016,drug,0h,3,35.49610808269525
pep_0078,gene_016,drug,0h,4,48.48272591453989
pep_0078,gene_016,drug,0h,5,84.00338205315235
pep_0078,gene_016,drug,0h,6,148.29788995205016
pep_0078,gene_016,drug,24h,1,50.676544475416165
pep_0078,gene_016,drug,24h,2,141.31720194842956
pep_0078,gene_016,drug,24h,3,77.58287342564083
pep_0078,gene_016,drug,24h,4,90.93118071625459
pep_0078,gene_016,drug,24h,5,59.5380431150881
pep_0078,gene_016,drug,24h,6,104.4747299478942
pep_0078,gene_016,drug,6h,1,55.95038103023608
pep_0078,gene_016,drug,6h,2,80.7092244262868
pep_0078,gene_016,drug,6h,3,103.80025377238496
pep_0078,gene_016,drug,6h,4,43.652891638023505
pep_0078,gene_016,drug,6h,5,72.45687551627626
pep_0078,gene_016,drug,6h,6,148.1597148138731
pep_0079,gene_016,ctrl,0h,1,85.19565681864414
pep_0079,gene_016,ctrl,0h,2,32.489196995317876
pep_0079,gene_016,ctrl,0h,3,46.227070310063155
pep_0079,gene_016,ctrl,0h,4,91.73902921644644
pep_0079,gene_016,ctrl,0h,5,97.03746292260101
pep_0079,gene_016,ctrl,0h,6,52.347334884124976
pep_0079,gene_016,ctrl,24h,1,58.46950812913938
pep_0079,gene_016,ctrl,24h,2,73.95716144886998
pep_0079,gene_016,ctrl,24h,3,38.76783498776608
pep_0079,gene_016,ctrl,24h,4,48.24972525984669
pep_0079,gene_016,ctrl,24h,5,112.00971290215868
pep_0079,gene_016,ctrl,24h,6,28.043471348777956
pep_0079,gene_016,ctrl,6h,1,76.7784199380656
pep_0079,gene_016,ctrl,6h,2,191.93424937153407
pep_0079,gene_016,ctrl,6h,3,118.65191425071063
pep_0079,gene_016,ctrl,6h,4,80.75534785823956
pep_0079,gene_016,ctrl,6h,5,94.00161425932764
pep_0079,gene_016,ctrl,6h,6,87.74956516687008
pep_0079,gene_016,drug,0h,1,30.85009890260257
pep_0079,gene_016,drug,0h,2,50.68623481542314
pep_0079,gene_016,drug,0h,3,136.1959504558398
pep_0079,gene_016,drug,0h,4,90.56008588808086
pep_0079,gene_016,drug,0h,5,57.658783381278106
pep_0079,gene_016,drug,0h,6,25.41893316804366
pep_0079,gene_016,drug,24h,1,68.35328699490087
pep_0079,gene_016,drug,24h,2,42.65833907823692
pep_0079,gene_016,drug,24h,3,93.30040515601416
pep_0079,gene_016,drug,24h,4,50.09111659491373
pep_0079,gene_016,drug,24h,5,28.91070587597062
pep_0079,gene_016,drug,24h,6,79.11865240381067
pep_0079,gene_016,drug,6h,1,51.65103453026972
pep_0079,gene_016,drug,6h,2,33.94078601363425
pep_0079,gene_016,drug,6h,3,10.258090910557996
pep_0079,gene_016,drug,6h,4,55.82859167659936
pep_0079,gene_016,drug,6h,5,96.32388549304191
pep_0079,gene_016,drug,6h,6,74.29667404118425
pep_0080,gene_016,ctrl,0h,1,141.35445488545778
pep_0080,gene_016,ctrl,0h,2,167.51485835395493
pep_0080,gene_016,ctrl,0h,3,86.47521792018041
pep_0080,gene_016,ctrl,0h,4,88.53422951982921
pep_0080,gene_016,ctrl,0h,5,45.70492046727432
pep_0080,gene_016,ctrl,0h,6,36.90827239599685
pep_0080,gene_016,ctrl,24h,1,51.75376092070494
pep_0080,gene_016,ctrl,24h,2,78.79310583237391
pep_0080,gene_016,ctrl,24h,3,69.91275914232942
pep_0080,gene_016,ctrl,24h,4,38.036360087296615
pep_0080,gene_016,ctrl,24h,5,119.135689599248
pep_0080,gene_016,ctrl,24h,6,59.84813068183925
pep_0080,gene_016,ctrl,6h,1,75.86530686199721
pep_0080,gene_016,ctrl,6h,2,66.79651745214294
pep_0080,gene_016,ctrl,6h,3,108.92698028654334
pep_0080,gene_016,ctrl,6h,4,53.31601723244487
pep_0080,gene_016,ctrl,6h,5,124.06955225878914
